IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,# ICAO ID,# WMO ID,# MSC ID,DST Time,STD Time,Data Provider,Data Provider French,Data Attribution Notice,Data Attribution Notice French
876,IDA BELL LAKE 3,IDA BELL LAKE 3,BC,AUTO,49.76722,-119.12407,1261,,,BC_WMB_876,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
882,SICAMOUS,SICAMOUS,BC,AUTO,50.86347,-119.00285,1115,,,BC_WMB_882,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
886,GOATHAVEN,GOATHAVEN,BC,AUTO,49.6673,-115.2144,1051,,,BC_WMB_886,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
904,HAGENSBORG 2,HAGENSBORG 2,BC,AUTO,52.38725,-126.58972,47,,,BC_WMB_904,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
905,DOWNIE,DOWNIE,BC,AUTO,51.5154,-118.27207,757,,,BC_WMB_905,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
919,GOLDSTREAM 2,GOLDSTREAM 2,BC,AUTO,51.66943,-118.48707,1333,,,BC_WMB_919,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
93,HONNA,HONNA,BC,AUTO,53.25322778,-131.884375,17,,,BC_WMB_93,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
934,MESACHIE 2,MESACHIE 2,BC,AUTO,48.82288,-124.13708,183,,,BC_WMB_934,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
938,PINE CREEK,PINE CREEK,BC,AUTO,54.68377,-127.32582,1320,,,BC_WMB_938,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
944,TS SAN JUAN,TS SAN JUAN,BC,AUTO,48.57111,-124.20056,296,,,BC_WMB_944,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
945,TS NAKA CREEK,TS NAKA CREEK,BC,AUTO,50.37013,-126.43393,515,,,BC_WMB_945,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
956,TS EFFINGHAM,TS EFFINGHAM,BC,AUTO,49.17,-125.2825,632,,,BC_WMB_956,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
977,ANDERSON CREEK,ANDERSON CREEK,BC,AUTO,49.6551,-121.35807,630,,,BC_WMB_977,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
995,TS ARTLISH,TS ARTLISH,BC,AUTO,50.13242,-126.92823,130,,,BC_WMB_995,PDT,PST,Government of British Columbia: Ministry of Forests,Gouvernement de la Colombie-Britannique: Ministère des Forêts,Observational data provided by the Government of British Columbia: Ministry of Forests (BC-FOR). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Forêts (BC-FOR). Tous droits réservés.
11091,BRANDWYINE,BRANDWYINE,BC,AUTO,50.05417,-123.11806,496,,,BC_TRAN_11091,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
11092,TANTALUS,TANTALUS,BC,AUTO,49.84347,-123.14339,320,,,BC_TRAN_11092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
11121,MT. STRACHAN PRECIP,MT. STRACHAN PRECIP,BC,AUTO,49.40431,-123.19144,1220,,,BC_TRAN_11121,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
11122,MT. STRACHAN,MT. STRACHAN,BC,AUTO,49.41003,-123.19636,1420,,,BC_TRAN_11122,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
11128,PORTEAU COVE,PORTEAU COVE,BC,AUTO,49.54671,-123.23985,65,,,BC_TRAN_11128,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
11191,EAGLE RIDGE,EAGLE RIDGE,BC,AUTO,49.37186,-123.26969,140,,,BC_TRAN_11191,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
14092,PORT MANN BRIDGE MID SPAN,PORT MANN BRIDGE MID SPAN,BC,AUTO,49.21778,-122.81194,40,,,BC_TRAN_14092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
14093,PORT MANN BRIDGE JOHNSTON HILL,PORT MANN BRIDGE JOHNSTON HILL,BC,AUTO,49.20528,-122.80202,93,,,BC_TRAN_14093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
14094,RICEMILL ROAD,RICEMILL ROAD,BC,AUTO,49.12671,-123.07947,5,,,BC_TRAN_14094,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
14095,ALEX FRASER BRIDGE,ALEX FRASER BRIDGE,BC,AUTO,49.16003,-122.94308,60,,,BC_TRAN_14095,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
14096,ALEX FRASER TOP,ALEX FRASER TOP,BC,AUTO,49.16187,-122.94392,130,,,BC_TRAN_14096,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
14097,ALEX FRASER CROSS BEAM,ALEX FRASER CROSS BEAM,BC,AUTO,49.1618,-122.94391,80,,,BC_TRAN_14097,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
14098,ANNACIS ISLAND,ANNACIS ISLAND,BC,AUTO,49.17153,-122.9516,4,,,BC_TRAN_14098,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
15092,BRADNER ROAD,BRADNER ROAD,BC,AUTO,49.07556,-122.42528,110,,,BC_TRAN_15092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure,Gouvernement de la Colombie-Britannique: Ministère des Transports et de l'Infrastructure,Observational data provided by the Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN). All rights reserved.,Données d’observation fournies par le Gouvernement de la Colombie-Britannique: Ministère des Transports et de l’Infrastructure (CB-TRAN). Tous droits réservés.
